checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type
CHK0570,USR0138,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/11/2024 09:18:21 AM,70,39,Saturday,9,1,Rainy,35-44,Business,High,40,51,Happy Hour,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0571,USR0199,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/02/2024 04:24:36 PM,57,73,Tuesday,16,0,Sunny,35-44,Fitness,High,47,72,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0572,USR0163,VEN008,City Mall,Mall,40.7261,-74.007,05/27/2024 02:37:55 PM,64,100,Monday,14,0,Clear,25-34,Business,Medium,63,77,Weekend Party,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0573,USR0180,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/26/2024 08:51:20 PM,76,95,Sunday,20,1,Sunny,45+,Music,High,57,79,Dinner Special,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0574,USR0046,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/01/2024 08:25:43 AM,30,83,Monday,8,0,Cloudy,18-24,Fitness,Medium,59,60,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0575,USR0049,VEN008,City Mall,Mall,40.7261,-74.007,04/10/2024 02:57:36 PM,70,90,Wednesday,14,0,Clear,18-24,Food,High,60,81,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0576,USR0159,VEN008,City Mall,Mall,40.7261,-74.007,03/26/2024 01:15:55 PM,75,129,Tuesday,13,0,Clear,45+,Food,High,76,68,Retail Promotion,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,Crowd Event
CHK0577,USR0002,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/20/2024 09:07:58 PM,79,107,Wednesday,21,0,Clear,18-24,Shopping,Medium,72,85,Concert,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0578,USR0148,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/06/2024 05:23:39 PM,38,145,Wednesday,17,0,Sunny,35-44,Business,Medium,81,84,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0579,USR0033,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/02/2024 07:48:58 AM,33,81,Thursday,7,0,Sunny,45+,Music,Medium,44,51,Business Meetup,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0580,USR0199,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/07/2024 11:30:34 PM,96,167,Tuesday,23,0,Clear,35-44,Fitness,High,80,70,Weekend Party,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event
CHK0581,USR0054,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/28/2024 10:44:33 PM,32,27,Sunday,22,1,Sunny,18-24,Music,Medium,40,50,Lunch Rush,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0582,USR0069,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/14/2024 09:23:39 AM,66,32,Tuesday,9,0,Cloudy,25-34,Food,Medium,40,52,Retail Promotion,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0583,USR0094,VEN008,City Mall,Mall,40.7261,-74.007,05/18/2024 01:11:31 PM,71,113,Saturday,13,1,Sunny,45+,Food,Medium,72,78,Weekend Party,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,Nightlife Event
CHK0584,USR0185,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/05/2024 01:36:08 PM,63,27,Friday,13,0,Rainy,45+,Nightlife,Medium,43,72,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0585,USR0122,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/31/2024 01:54:24 PM,33,38,Sunday,13,1,Clear,18-24,Social,High,40,50,Business Meetup,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0586,USR0125,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/23/2024 10:08:57 PM,84,115,Saturday,22,1,Cloudy,45+,Fitness,High,57,54,Weekend Party,Returning,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0587,USR0066,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/02/2024 03:36:03 PM,25,52,Tuesday,15,0,Sunny,25-34,Business,High,40,50,Networking Event,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0588,USR0066,VEN008,City Mall,Mall,40.7261,-74.007,05/20/2024 11:47:21 AM,60,100,Monday,11,0,Clear,25-34,Business,High,49,50,Weekend Party,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0589,USR0167,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/03/2024 05:22:55 PM,69,77,Sunday,17,1,Cloudy,25-34,Food,Medium,47,56,Concert,Returning,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Major Event
CHK0590,USR0115,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/23/2024 09:18:22 PM,21,162,Saturday,21,1,Sunny,18-24,Business,Medium,57,50,Networking Event,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0591,USR0087,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/18/2024 09:29:40 PM,90,79,Thursday,21,0,Rainy,45+,Music,Medium,58,80,Happy Hour,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0592,USR0081,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/20/2024 03:25:54 PM,57,32,Monday,15,0,Rainy,25-34,Nightlife,High,40,65,Dinner Special,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0593,USR0093,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/23/2024 03:17:38 PM,77,123,Thursday,15,0,Sunny,25-34,Nightlife,Medium,58,74,Concert,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0594,USR0170,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/06/2024 09:26:10 PM,53,51,Monday,21,0,Clear,35-44,Shopping,High,40,50,Weekend Party,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0595,USR0122,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/29/2024 06:13:10 PM,42,94,Wednesday,18,0,Sunny,18-24,Social,High,66,75,Morning Workout,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0596,USR0040,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/07/2024 04:25:33 AM,30,183,Thursday,4,0,Cloudy,45+,Coffee,Medium,67,50,Networking Event,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0597,USR0033,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/23/2024 11:24:19 PM,87,77,Thursday,23,0,Clear,45+,Music,Medium,58,80,Happy Hour,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0598,USR0122,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/07/2024 03:01:02 PM,35,29,Tuesday,15,0,Cloudy,18-24,Social,High,40,52,Lunch Rush,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0599,USR0152,VEN008,City Mall,Mall,40.7261,-74.007,05/09/2024 07:35:28 PM,75,85,Thursday,19,0,Clear,18-24,Shopping,Medium,46,67,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0600,USR0080,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/28/2024 03:40:56 PM,59,60,Sunday,15,1,Sunny,45+,Music,Medium,54,65,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0601,USR0078,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/01/2024 07:51:05 PM,85,120,Wednesday,19,0,Sunny,45+,Shopping,High,76,72,Weekend Party,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event
CHK0602,USR0177,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/01/2024 10:48:54 PM,87,145,Friday,22,0,Clear,18-24,Business,Medium,66,54,Happy Hour,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK0603,USR0141,VEN008,City Mall,Mall,40.7261,-74.007,05/01/2024 01:49:27 PM,57,71,Wednesday,13,0,Cloudy,25-34,Business,Medium,41,64,Weekend Party,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Nightlife Event
CHK0604,USR0100,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/25/2024 05:35:27 PM,75,127,Monday,17,0,Sunny,45+,Coffee,Low,63,55,Concert,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0605,USR0178,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/29/2024 11:27:40 AM,66,29,Friday,11,0,Clear,18-24,Fitness,Medium,49,87,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0606,USR0035,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/06/2024 04:34:51 PM,29,67,Saturday,16,1,Clear,25-34,Music,Medium,40,50,Business Meetup,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0607,USR0005,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/15/2024 05:39:28 PM,33,63,Friday,17,0,Clear,35-44,Social,Medium,44,67,Morning Workout,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0608,USR0113,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/07/2024 09:01:11 PM,33,33,Thursday,21,0,Rainy,35-44,Music,Low,40,50,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0609,USR0128,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/30/2024 11:00:31 AM,81,130,Saturday,11,1,Clear,45+,Social,Medium,46,50,Weekend Party,New,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0610,USR0069,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/29/2024 08:02:21 PM,82,98,Monday,20,0,Clear,25-34,Food,Medium,78,74,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0611,USR0004,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/10/2024 01:11:12 PM,65,47,Sunday,13,1,Cloudy,45+,Coffee,Medium,48,78,Dinner Special,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0612,USR0198,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/01/2024 07:28:15 PM,80,95,Monday,19,0,Cloudy,18-24,Fitness,High,60,69,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment
CHK0613,USR0041,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/06/2024 09:13:30 PM,89,93,Monday,21,0,Sunny,45+,Nightlife,Medium,68,86,Live Music,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0614,USR0171,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/10/2024 10:16:30 PM,84,167,Friday,22,0,Sunny,45+,Nightlife,Medium,76,55,Happy Hour,Returning,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Alcohol Service
CHK0615,USR0102,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/15/2024 12:27:20 PM,73,63,Friday,12,0,Clear,18-24,Nightlife,Medium,52,76,Happy Hour,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0616,USR0198,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/02/2024 10:37:50 PM,71,65,Saturday,22,1,Cloudy,18-24,Fitness,High,43,61,Dinner Special,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0617,USR0161,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/01/2024 02:05:43 PM,83,65,Monday,14,0,Sunny,35-44,Food,Medium,46,60,Happy Hour,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
CHK0618,USR0082,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/08/2024 09:09:44 PM,83,137,Friday,21,0,Sunny,45+,Music,Low,61,55,Weekend Party,New,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0619,USR0092,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/22/2024 04:51:57 PM,36,238,Wednesday,16,0,Sunny,45+,Social,Medium,81,79,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0620,USR0049,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/02/2024 05:31:45 PM,33,45,Tuesday,17,0,Sunny,18-24,Food,High,40,50,Lunch Rush,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0621,USR0142,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/24/2024 02:20:46 PM,61,55,Sunday,14,1,Sunny,18-24,Business,High,57,77,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0622,USR0199,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/09/2024 11:28:18 AM,39,31,Saturday,11,1,Cloudy,35-44,Fitness,High,40,55,Morning Workout,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0623,USR0083,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/18/2024 03:56:01 PM,34,220,Thursday,15,0,Sunny,45+,Music,Medium,80,68,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0624,USR0040,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/24/2024 11:52:24 PM,88,67,Friday,23,0,Clear,45+,Coffee,Medium,41,78,Happy Hour,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0625,USR0034,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/06/2024 11:41:20 AM,48,57,Saturday,11,1,Clear,25-34,Social,Low,45,61,Morning Workout,Returning,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity
CHK0626,USR0169,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/05/2024 08:31:12 AM,43,37,Tuesday,8,0,Clear,45+,Food,Medium,40,69,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0627,USR0004,VEN008,City Mall,Mall,40.7261,-74.007,05/07/2024 04:37:16 PM,69,124,Tuesday,16,0,Clear,45+,Coffee,Medium,70,76,Lunch Rush,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK0628,USR0143,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/23/2024 05:56:53 PM,74,69,Thursday,17,0,Clear,35-44,Food,Low,56,64,Dinner Special,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0629,USR0078,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/17/2024 05:03:52 PM,52,27,Wednesday,17,0,Sunny,45+,Shopping,High,40,55,Lunch Rush,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0630,USR0135,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/28/2024 11:06:06 PM,86,92,Thursday,23,0,Cloudy,25-34,Coffee,High,55,77,Live Music,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0631,USR0164,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/12/2024 07:11:35 PM,80,84,Sunday,19,1,Cloudy,25-34,Fitness,Medium,64,73,Happy Hour,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0632,USR0141,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/15/2024 04:44:42 PM,61,78,Monday,16,0,Sunny,25-34,Business,Medium,67,80,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0633,USR0081,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/04/2024 12:10:34 PM,64,39,Saturday,12,1,Rainy,25-34,Nightlife,High,42,77,Retail Promotion,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0634,USR0062,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/11/2024 05:26:48 PM,38,157,Thursday,17,0,Sunny,35-44,Business,Medium,80,73,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0635,USR0115,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/09/2024 10:49:35 AM,45,73,Thursday,10,0,Rainy,18-24,Business,Medium,40,50,Weekend Party,Returning,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Nightlife Event
CHK0636,USR0002,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/01/2024 04:18:38 PM,67,47,Friday,16,0,Clear,18-24,Shopping,Medium,50,72,Retail Promotion,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0637,USR0142,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/29/2024 07:20:01 AM,47,68,Friday,7,0,Cloudy,18-24,Business,High,59,79,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0638,USR0068,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/11/2024 12:36:09 PM,21,172,Saturday,12,1,Clear,25-34,Food,Medium,60,50,Business Meetup,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0639,USR0056,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/14/2024 03:16:51 PM,70,87,Tuesday,15,0,Sunny,25-34,Coffee,Medium,45,65,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0640,USR0025,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/11/2024 10:11:31 PM,85,73,Thursday,22,0,Cloudy,45+,Social,Low,56,74,Happy Hour,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0641,USR0198,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/22/2024 11:46:51 AM,61,62,Wednesday,11,0,Sunny,18-24,Fitness,High,53,65,Concert,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0642,USR0192,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/14/2024 10:27:26 PM,80,133,Sunday,22,1,Rainy,45+,Food,Medium,70,84,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0643,USR0145,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/02/2024 03:40:24 PM,58,61,Saturday,15,1,Clear,25-34,Nightlife,Medium,45,74,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0644,USR0115,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/11/2024 10:14:09 AM,38,29,Thursday,10,0,Clear,18-24,Business,Medium,40,54,Morning Workout,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0645,USR0022,VEN010,Riverwalk Park,Park,40.7054,-74.0087,05/13/2024 02:14:27 PM,55,59,Monday,14,0,Clear,35-44,Business,Medium,43,58,Concert,New,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Major Event
CHK0646,USR0179,VEN008,City Mall,Mall,40.7261,-74.007,05/13/2024 05:35:25 PM,62,104,Monday,17,0,Clear,18-24,Shopping,Medium,45,66,Retail Promotion,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0647,USR0189,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/18/2024 10:12:31 AM,42,31,Monday,10,0,Sunny,35-44,Social,Low,40,54,Morning Workout,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0648,USR0029,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/01/2024 10:17:49 AM,32,141,Monday,10,0,Sunny,45+,Food,Low,68,70,Live Music,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0649,USR0044,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/24/2024 12:12:20 PM,61,30,Wednesday,12,0,Sunny,35-44,Business,High,43,79,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0650,USR0060,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/18/2024 10:51:28 PM,76,117,Saturday,22,1,Sunny,45+,Shopping,Low,62,62,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0651,USR0159,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/27/2024 01:48:46 PM,76,82,Monday,13,0,Cloudy,45+,Food,High,71,75,Dinner Special,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0652,USR0054,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/06/2024 04:44:51 AM,32,27,Saturday,4,1,Clear,18-24,Music,Medium,40,50,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0653,USR0037,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/28/2024 10:33:48 AM,37,187,Thursday,10,0,Clear,45+,Food,Medium,81,72,Live Music,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0654,USR0179,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/18/2024 11:42:33 PM,96,150,Thursday,23,0,Clear,18-24,Shopping,Medium,85,85,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0655,USR0169,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/04/2024 07:41:00 AM,48,34,Thursday,7,0,Clear,45+,Food,Medium,40,50,Concert,Returning,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Major Event
CHK0656,USR0182,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/14/2024 02:55:56 AM,65,109,Thursday,2,0,Sunny,45+,Nightlife,Medium,40,50,Live Music,New,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment
CHK0657,USR0144,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/10/2024 08:38:34 PM,95,144,Wednesday,20,0,Clear,45+,Social,Medium,90,81,Live Music,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0658,USR0089,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,03/06/2024 09:33:19 PM,86,125,Wednesday,21,0,Sunny,25-34,Coffee,High,56,50,Weekend Party,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event
CHK0659,USR0100,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/15/2024 07:15:32 PM,85,118,Monday,19,0,Clear,45+,Coffee,Low,69,88,Weekend Party,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event
CHK0660,USR0187,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/11/2024 11:14:09 PM,99,142,Saturday,23,1,Sunny,35-44,Food,High,80,77,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0661,USR0040,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/06/2024 08:39:55 PM,54,31,Monday,20,0,Sunny,45+,Coffee,Medium,40,59,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0662,USR0139,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/09/2024 07:21:28 PM,56,29,Tuesday,19,0,Sunny,45+,Coffee,Medium,40,55,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0663,USR0198,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/18/2024 01:45:57 PM,80,118,Monday,13,0,Sunny,18-24,Fitness,High,73,86,Happy Hour,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0664,USR0031,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/23/2024 06:58:10 PM,31,20,Thursday,18,0,Sunny,35-44,Business,High,40,50,Business Meetup,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0665,USR0106,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/10/2024 03:09:46 PM,34,50,Wednesday,15,0,Clear,45+,Food,Medium,40,50,Morning Workout,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0666,USR0049,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,04/26/2024 06:52:57 PM,36,63,Friday,18,0,Sunny,18-24,Food,High,42,67,Morning Workout,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
