checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type,city,county,state,event_name,event_category,event_size,event_start_time,event_end_time,event_risk_level
CHK05949,USR0890,VEN275,Meadow Reserve,Park,40.71112,-73.993058,02/20/2024 01:21:21 PM,40,39,Tuesday,13,0,Clear,45+,Fitness,Medium,40,50,Morning Workout,New,Recommend Harbor Gardens,NORMAL,No Action Required,Zone C — Midtown,Regular Activity,Jersey City,Hudson County,New Jersey,Weekend Festival,Outdoor,Small,1:00 PM,3:00 PM,NORMAL
CHK05950,USR0001,VEN041,Oak Bar,Bar/Lounge,40.698631,-74.006931,05/17/2024 07:14:07 PM,77,125,Friday,19,0,Sunny,35-44,Food,Medium,71,50,Networking Event,Returning,Recommend Blue Lounge,HIGH,Monitor Closely,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Medium,7:00 PM,9:00 PM,HIGH
CHK05951,USR0588,VEN104,Table Dining,Restaurant,40.691285,-73.992213,01/20/2024 05:10:07 PM,85,53,Saturday,17,1,Clear,35-44,Nightlife,Low,40,50,Lunch Rush,New,Recommend Table Brasserie,CRITICAL,Immediate Response,Zone H — South Side,High Foot Traffic,Bayonne,Hudson County,New Jersey,Holiday Dinner,Dining,Large,5:00 PM,7:00 PM,CRITICAL
CHK05952,USR0509,VEN109,Metro Eatery,Restaurant,40.709422,-74.01496,04/13/2024 08:02:11 PM,84,70,Saturday,20,1,Rainy,45+,Social,Low,65,50,Business Meetup,New,Recommend Table Dining,HIGH,Monitor Closely,Zone A — Downtown,Private Gathering,Jersey City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,8:00 PM,10:00 PM,HIGH
CHK05953,USR0243,VEN273,Pine Park,Park,40.700377,-73.996407,03/19/2024 02:46:16 PM,45,64,Tuesday,14,0,Cloudy,25-34,Coffee,Low,41,50,Morning Workout,New,Recommend Bay Reserve,NORMAL,No Action Required,Zone H — South Side,Regular Activity,Bayonne,Hudson County,New Jersey,Sports Event,Outdoor,Small,2:00 PM,4:00 PM,NORMAL
CHK05954,USR0948,VEN289,Terrace Bar,Hotel Bar,40.689147,-73.98664,05/29/2024 08:21:40 AM,66,98,Wednesday,8,0,Cloudy,25-34,Food,Medium,60,50,Networking Event,Returning,Recommend Suite Cocktail Bar,ELEVATED,Routine Patrol,Zone J — Industrial,Large Gathering,Harrison,Essex County,New Jersey,Cocktail Evening,Nightlife,Medium,8:00 AM,10:00 AM,ELEVATED
CHK05955,USR0343,VEN182,Exchange Food Court,Food Court,40.729304,-73.999063,03/26/2024 01:51:21 PM,68,15,Tuesday,13,0,Sunny,35-44,Nightlife,Low,40,50,Dinner Special,Returning,Recommend Square Food Hall,ELEVATED,Routine Patrol,Zone F — Commercial,Dining Service,Secaucus,Bergen County,New Jersey,Lunch Rush,Dining,Medium,1:00 PM,3:00 PM,ELEVATED
CHK05956,USR0514,VEN172,Commons Food Hall,Food Court,40.735442,-73.989048,04/23/2024 07:09:16 AM,59,55,Tuesday,7,0,Cloudy,25-34,Business,Low,40,50,Dinner Special,Returning,Recommend Square Food Hall,ELEVATED,Routine Patrol,Zone E — North End,Dining Service,Union City,Hudson County,New Jersey,Weekend Market,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK05957,USR0630,VEN255,Studio Workspace,Coworking,40.705505,-74.015684,01/31/2024 01:52:34 PM,39,198,Wednesday,13,0,Cloudy,35-44,Shopping,Medium,70,50,Business Meetup,New,Recommend Node Workspace,NORMAL,No Action Required,Zone B — Harbor District,Private Gathering,Hoboken,Hudson County,New Jersey,Startup Meetup,Business,Small,1:00 PM,3:00 PM,NORMAL
CHK05958,USR0368,VEN219,Summit Athletics,Gym,40.707365,-74.010714,04/10/2024 09:47:21 AM,24,60,Wednesday,9,0,Sunny,18-24,Coffee,Medium,40,50,Networking Event,New,Recommend Summit Fitness,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Boot Camp,Fitness,Small,9:00 AM,11:00 AM,NORMAL
CHK05959,USR0265,VEN219,Summit Athletics,Gym,40.707365,-74.010714,04/17/2024 10:59:39 PM,23,96,Wednesday,22,0,Cloudy,25-34,Music,Low,49,50,Networking Event,New,Recommend Iron Athletics,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Weekend Class,Fitness,Small,10:00 PM,12:00 AM,NORMAL
CHK05960,USR0851,VEN161,City Theater,Entertainment,40.690478,-74.010447,03/31/2024 01:22:53 PM,76,114,Sunday,13,1,Cloudy,18-24,Fitness,Low,70,50,Open Mic,Returning,Recommend Grand Theater,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Live Concert,Entertainment,Medium,1:00 PM,3:00 PM,HIGH
CHK05961,USR0832,VEN205,Gateway Shopping Center,Mall,40.701507,-74.001193,02/16/2024 02:24:51 AM,57,100,Friday,2,0,Sunny,18-24,Social,Medium,59,50,Retail Promotion,Returning,Recommend Urban Shopping Center,ELEVATED,Routine Patrol,Zone J — Industrial,Crowd Event,Harrison,Essex County,New Jersey,Retail Event,Retail,Medium,2:00 AM,4:00 AM,ELEVATED
CHK05962,USR0873,VEN233,Prime Gym,Gym,40.729054,-73.993799,04/12/2024 10:54:08 AM,21,42,Friday,10,0,Cloudy,45+,Coffee,Low,40,50,Networking Event,Returning,Recommend Strong CrossFit,NORMAL,No Action Required,Zone C — Midtown,Large Gathering,Jersey City,Hudson County,New Jersey,Weekend Class,Fitness,Small,10:00 AM,12:00 PM,NORMAL
CHK05963,USR0894,VEN037,Harbor Pub,Bar/Lounge,40.725713,-74.016003,03/05/2024 08:24:20 PM,82,102,Tuesday,20,0,Clear,18-24,Music,Medium,70,50,Happy Hour,New,Recommend Oak Lounge,HIGH,Monitor Closely,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK05964,USR0821,VEN237,Link Workspace,Coworking,40.706273,-74.001316,01/07/2024 06:26:05 AM,18,156,Sunday,6,1,Rainy,18-24,Nightlife,Low,61,50,Business Meetup,Returning,Recommend Space Coworking,NORMAL,No Action Required,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Workshop Session,Business,Small,6:00 AM,8:00 AM,NORMAL
CHK05965,USR0316,VEN087,Grill Dining,Restaurant,40.691724,-74.010006,05/08/2024 12:46:54 PM,81,93,Wednesday,12,0,Sunny,35-44,Social,Medium,59,53,Happy Hour,Returning,Recommend Fork Brasserie,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK05966,USR0712,VEN036,Velvet Tavern,Bar/Lounge,40.693402,-74.006737,02/16/2024 05:02:43 PM,65,72,Friday,17,0,Sunny,45+,Shopping,Medium,50,50,Networking Event,New,Recommend Red Bar,ELEVATED,Routine Patrol,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,5:00 PM,7:00 PM,ELEVATED
CHK05967,USR0860,VEN283,Rooftop Cocktail Bar,Hotel Bar,40.693887,-74.012917,05/01/2024 03:44:54 AM,58,54,Wednesday,3,0,Clear,25-34,Nightlife,Medium,41,50,Live Music,New,Recommend Suite Bar,ELEVATED,Routine Patrol,Zone H — South Side,Live Entertainment,Bayonne,Hudson County,New Jersey,Cocktail Evening,Nightlife,Medium,3:00 AM,5:00 AM,ELEVATED
CHK05968,USR0964,VEN089,Pier Dining,Restaurant,40.717288,-74.015743,06/16/2024 10:27:30 PM,61,107,Sunday,22,1,Rainy,18-24,Nightlife,Medium,54,50,Lunch Rush,New,Recommend Fork Dining,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic,Jersey City,Hudson County,New Jersey,Special Dining Event,Dining,Medium,10:00 PM,12:00 AM,ELEVATED
CHK05969,USR0093,VEN287,Gallery Cocktail Bar,Hotel Bar,40.704237,-74.003894,04/20/2024 08:23:44 AM,69,83,Saturday,8,1,Sunny,35-44,Coffee,Medium,56,50,Networking Event,New,Recommend Vista Lounge,ELEVATED,Routine Patrol,Zone H — South Side,Large Gathering,Bayonne,Hudson County,New Jersey,Business Mixer,Nightlife,Medium,8:00 AM,10:00 AM,ELEVATED
CHK05970,USR0257,VEN300,Overtime Sports Bar,Sports Bar,40.718687,-74.010942,02/11/2024 10:40:13 PM,94,108,Sunday,22,1,Rainy,35-44,Social,Low,75,50,Sports Event,Returning,Recommend Endzone Sports Bar,CRITICAL,Immediate Response,Zone D — Waterfront,Sports Gathering,Weehawken,Hudson County,New Jersey,Sports Gathering,Sports,Large,10:00 PM,12:00 AM,CRITICAL
CHK05971,USR0873,VEN266,Grove Reserve,Park,40.725518,-73.988739,04/30/2024 06:45:47 PM,39,64,Tuesday,18,0,Rainy,45+,Coffee,Low,40,50,Weekend Party,Returning,Recommend Memorial Gardens,NORMAL,No Action Required,Zone C — Midtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Sports Event,Outdoor,Small,6:00 PM,8:00 PM,NORMAL
CHK05972,USR0530,VEN134,Brew Cafe,Cafe,40.727215,-73.994885,02/26/2024 11:59:11 AM,44,61,Monday,11,0,Cloudy,45+,Food,Medium,40,50,Morning Workout,Returning,Recommend Blend Espresso,NORMAL,No Action Required,Zone C — Midtown,Regular Activity,Jersey City,Hudson County,New Jersey,Study Session,Dining,Small,11:00 AM,1:00 PM,NORMAL
CHK05973,USR0246,VEN106,Grill Restaurant,Restaurant,40.72821,-74.01506,04/15/2024 12:56:45 PM,83,94,Monday,12,0,Cloudy,35-44,Food,Low,77,50,Dinner Special,Returning,Recommend Bistro Brasserie,HIGH,Monitor Closely,Zone I — University,Dining Service,North Bergen,Bergen County,New Jersey,Dinner Rush,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK05974,USR0593,VEN074,Kitchen Eatery,Restaurant,40.702505,-73.986399,01/24/2024 03:17:11 PM,55,54,Wednesday,15,0,Rainy,18-24,Coffee,Low,50,50,Dinner Special,New,Recommend Bay Eatery,ELEVATED,Routine Patrol,Zone G — East Side,Dining Service,Kearny,Hudson County,New Jersey,Special Dining Event,Dining,Medium,3:00 PM,5:00 PM,ELEVATED
CHK05975,USR0929,VEN294,Endzone Sports Bar,Sports Bar,40.714179,-74.022955,05/16/2024 02:22:06 PM,67,113,Thursday,14,0,Rainy,25-34,Shopping,Medium,67,50,Weekend Party,New,Recommend Gridiron Sports Bar,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Championship Viewing,Sports,Medium,2:00 PM,4:00 PM,ELEVATED
CHK05976,USR0366,VEN041,Oak Bar,Bar/Lounge,40.698631,-74.006931,03/20/2024 07:16:17 PM,85,103,Wednesday,19,0,Cloudy,45+,Nightlife,Medium,75,53,Networking Event,New,Recommend Gold Tavern,CRITICAL,Immediate Response,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Large,7:00 PM,9:00 PM,CRITICAL
CHK05977,USR0959,VEN103,Urban Brasserie,Restaurant,40.699709,-74.008208,06/10/2024 06:02:01 PM,77,53,Monday,18,0,Sunny,25-34,Coffee,Medium,61,56,Lunch Rush,Returning,Recommend Spice Dining,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic,Weehawken,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,6:00 PM,8:00 PM,HIGH
CHK05978,USR0308,VEN049,Iron Pub,Bar/Lounge,40.694309,-74.017568,05/20/2024 05:34:18 AM,68,77,Monday,5,0,Sunny,18-24,Food,Low,51,50,Live Music,Returning,Recommend Silver Lounge,ELEVATED,Routine Patrol,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Medium,5:00 AM,7:00 AM,ELEVATED
CHK05979,USR0953,VEN171,Plaza Food Hall,Food Court,40.720917,-74.000175,02/28/2024 07:13:27 AM,56,31,Wednesday,7,0,Rainy,45+,Business,Low,40,50,Lunch Rush,Returning,Recommend Commons Market,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic,Jersey City,Hudson County,New Jersey,Weekend Market,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK05980,USR0868,VEN038,Crown Pub,Bar/Lounge,40.737523,-74.001932,06/28/2024 09:22:02 PM,89,104,Friday,21,0,Sunny,45+,Shopping,Low,80,54,Happy Hour,Returning,Recommend Iron Lounge,CRITICAL,Immediate Response,Zone C — Midtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK05981,USR0673,VEN168,Grand Theater,Entertainment,40.689929,-74.028995,04/27/2024 08:20:35 PM,88,123,Saturday,20,1,Rainy,18-24,Social,Low,72,60,Open Mic,Returning,Recommend Central Stage,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Theater Performance,Entertainment,Large,8:00 PM,10:00 PM,CRITICAL
CHK05982,USR0244,VEN158,Arena Stage,Entertainment,40.722362,-74.006587,03/24/2024 07:54:28 PM,79,125,Sunday,19,1,Cloudy,18-24,Business,Medium,70,50,Comedy Night,Returning,Recommend Globe Cinema,HIGH,Monitor Closely,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Open Mic Night,Entertainment,Medium,7:00 PM,9:00 PM,HIGH
CHK05983,USR0688,VEN007,Pulse Lounge,Nightclub,40.706113,-74.006142,01/28/2024 12:14:04 PM,75,143,Sunday,12,1,Clear,45+,Nightlife,Low,82,50,Late Night,Returning,Recommend Apex Club,HIGH,Monitor Closely,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Weekend Takeover,Nightlife,Medium,12:00 PM,2:00 PM,HIGH
CHK05984,USR0044,VEN165,Royal Venue,Entertainment,40.699074,-74.020093,04/20/2024 11:11:33 AM,60,94,Saturday,11,1,Rainy,18-24,Fitness,Medium,57,50,Comedy Night,Returning,Recommend Cine Stage,ELEVATED,Routine Patrol,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Live Concert,Entertainment,Medium,11:00 AM,1:00 PM,ELEVATED
CHK05985,USR0712,VEN085,Bay Restaurant,Restaurant,40.732098,-74.003713,05/12/2024 09:16:23 PM,60,45,Sunday,21,1,Sunny,45+,Shopping,Medium,45,50,Lunch Rush,New,Recommend Harbor Eatery,ELEVATED,Routine Patrol,Zone C — Midtown,High Foot Traffic,Jersey City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,9:00 PM,11:00 PM,ELEVATED
CHK05986,USR0758,VEN002,Vibe Night,Nightclub,40.725929,-73.991188,03/05/2024 10:34:07 PM,93,118,Tuesday,22,0,Clear,45+,Nightlife,Low,79,52,Live Music,New,Recommend Pulse Lounge,CRITICAL,Immediate Response,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Weekend Takeover,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK05987,USR0659,VEN194,Plaza Galleria,Mall,40.700737,-74.011583,03/26/2024 08:43:35 AM,54,57,Tuesday,8,0,Sunny,45+,Fitness,Low,44,50,Retail Promotion,New,Recommend Metro Shopping Center,ELEVATED,Routine Patrol,Zone B — Harbor District,Crowd Event,Hoboken,Hudson County,New Jersey,Holiday Shopping,Retail,Medium,8:00 AM,10:00 AM,ELEVATED
CHK05988,USR0682,VEN224,Summit Fitness,Gym,40.714036,-73.976324,04/09/2024 07:27:01 AM,44,50,Tuesday,7,0,Clear,45+,Food,Medium,40,50,Morning Workout,New,Recommend Core Fitness,NORMAL,No Action Required,Zone F — Commercial,Regular Activity,Secaucus,Bergen County,New Jersey,Evening Fitness,Fitness,Small,7:00 AM,9:00 AM,NORMAL
CHK05989,USR0361,VEN040,Iron Lounge,Bar/Lounge,40.688895,-74.027082,05/31/2024 08:33:27 PM,84,95,Friday,20,0,Rainy,35-44,Food,Medium,60,50,Happy Hour Special,Returning,Recommend Silver Tavern,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Happy Hour Special,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK05990,USR0291,VEN239,Studio Studios,Coworking,40.721788,-73.990694,06/11/2024 03:20:07 PM,39,199,Tuesday,15,0,Rainy,25-34,Nightlife,Low,76,50,Business Meetup,New,Recommend Studio Workspace,NORMAL,No Action Required,Zone A — Downtown,Private Gathering,Jersey City,Hudson County,New Jersey,Tech Talk,Business,Small,3:00 PM,5:00 PM,NORMAL
CHK05991,USR0001,VEN233,Prime Gym,Gym,40.729054,-73.993799,05/18/2024 07:14:21 AM,40,107,Saturday,7,1,Clear,35-44,Food,Medium,57,50,Networking Event,Returning,Recommend Pulse CrossFit,NORMAL,No Action Required,Zone C — Midtown,Large Gathering,Jersey City,Hudson County,New Jersey,Boot Camp,Fitness,Small,7:00 AM,9:00 AM,NORMAL
CHK05992,USR0409,VEN295,Blitz Sports Bar,Sports Bar,40.717057,-74.013134,05/21/2024 05:20:56 AM,65,116,Tuesday,5,0,Cloudy,45+,Fitness,Medium,64,50,Happy Hour,New,Recommend Bleacher Sports Lounge,ELEVATED,Routine Patrol,Zone D — Waterfront,Alcohol Service,Weehawken,Hudson County,New Jersey,Game Night,Sports,Medium,5:00 AM,7:00 AM,ELEVATED
CHK05993,USR0170,VEN092,Table Restaurant,Restaurant,40.684926,-73.996632,02/09/2024 01:09:50 PM,70,50,Friday,13,0,Cloudy,25-34,Shopping,Medium,40,50,Lunch Rush,Returning,Recommend Grill Brasserie,HIGH,Monitor Closely,Zone H — South Side,High Foot Traffic,Bayonne,Hudson County,New Jersey,Dinner Rush,Dining,Medium,1:00 PM,3:00 PM,HIGH
CHK05994,USR0843,VEN283,Rooftop Cocktail Bar,Hotel Bar,40.693887,-74.012917,03/09/2024 03:16:14 PM,61,72,Saturday,15,1,Sunny,25-34,Fitness,Medium,50,50,Live Music,Returning,Recommend Terrace Bar,ELEVATED,Routine Patrol,Zone H — South Side,Live Entertainment,Bayonne,Hudson County,New Jersey,Cocktail Evening,Nightlife,Medium,3:00 PM,5:00 PM,ELEVATED
CHK05995,USR0035,VEN096,Metro Brasserie,Restaurant,40.718717,-73.989976,05/29/2024 05:36:38 PM,81,84,Wednesday,17,0,Rainy,25-34,Nightlife,Medium,64,50,Lunch Rush,Returning,Recommend Urban Brasserie,HIGH,Monitor Closely,Zone C — Midtown,High Foot Traffic,Jersey City,Hudson County,New Jersey,Dinner Rush,Dining,Medium,5:00 PM,7:00 PM,HIGH
CHK05996,USR0308,VEN118,Ground Coffee,Cafe,40.691168,-73.997875,05/26/2024 04:31:41 PM,31,47,Sunday,16,1,Clear,18-24,Food,Low,40,50,Networking Event,Returning,Recommend Bean Coffee,NORMAL,No Action Required,Zone H — South Side,Large Gathering,Bayonne,Hudson County,New Jersey,Weekend Brunch,Dining,Small,4:00 PM,6:00 PM,NORMAL
CHK05997,USR0690,VEN165,Royal Venue,Entertainment,40.699074,-74.020093,06/20/2024 09:19:36 PM,84,71,Thursday,21,0,Sunny,45+,Shopping,Low,50,52,Live Music,Returning,Recommend Liberty Theater,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Open Mic Night,Entertainment,Medium,9:00 PM,11:00 PM,HIGH
CHK05998,USR0617,VEN075,Spice Eatery,Restaurant,40.704426,-73.992469,02/24/2024 08:34:15 PM,85,99,Saturday,20,1,Clear,35-44,Shopping,Medium,69,52,Happy Hour,New,Recommend Plate Dining,CRITICAL,Immediate Response,Zone F — Commercial,Alcohol Service,Secaucus,Bergen County,New Jersey,Special Dining Event,Dining,Large,8:00 PM,10:00 PM,CRITICAL
CHK05999,USR0092,VEN024,Vibe Club,Nightclub,40.69367,-74.015986,04/19/2024 10:34:21 PM,95,85,Friday,22,0,Sunny,25-34,Music,Low,63,50,Live Music,New,Recommend Prism Club,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Late Night Session,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK06000,USR0971,VEN220,Pulse CrossFit,Gym,40.715096,-74.005296,05/14/2024 06:37:42 AM,51,79,Tuesday,6,0,Cloudy,35-44,Coffee,Medium,52,50,Morning Workout,New,Recommend Lift Gym,ELEVATED,Routine Patrol,Zone J — Industrial,Regular Activity,Harrison,Essex County,New Jersey,Evening Fitness,Fitness,Medium,6:00 AM,8:00 AM,ELEVATED
CHK06001,USR0126,VEN107,Kitchen Restaurant,Restaurant,40.711569,-73.983718,05/24/2024 11:37:09 AM,84,72,Friday,11,0,Sunny,35-44,Nightlife,Low,57,50,Lunch Rush,New,Recommend Table Brasserie,HIGH,Monitor Closely,Zone J — Industrial,High Foot Traffic,Harrison,Essex County,New Jersey,Holiday Dinner,Dining,Medium,11:00 AM,1:00 PM,HIGH
CHK06002,USR0567,VEN158,Arena Stage,Entertainment,40.722362,-74.006587,03/03/2024 03:48:48 PM,80,100,Sunday,15,1,Cloudy,18-24,Business,Low,62,50,Open Mic,New,Recommend Arena Theater,HIGH,Monitor Closely,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Open Mic Night,Entertainment,Medium,3:00 PM,5:00 PM,HIGH
CHK06003,USR0025,VEN226,Drive CrossFit,Gym,40.726052,-74.013026,01/06/2024 05:21:20 PM,42,93,Saturday,17,1,Rainy,18-24,Food,Medium,49,50,Networking Event,Returning,Recommend Edge Gym,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Evening Fitness,Fitness,Small,5:00 PM,7:00 PM,NORMAL
CHK06004,USR0967,VEN120,Daily Cafe,Cafe,40.697859,-73.993158,06/20/2024 10:11:06 AM,44,44,Thursday,10,0,Rainy,35-44,Coffee,Medium,40,50,Morning Workout,Returning,Recommend Steam Cafe,NORMAL,No Action Required,Zone H — South Side,Regular Activity,Bayonne,Hudson County,New Jersey,Study Session,Dining,Small,10:00 AM,12:00 PM,NORMAL
CHK06005,USR0361,VEN289,Terrace Bar,Hotel Bar,40.689147,-73.98664,01/05/2024 11:55:42 AM,63,98,Friday,11,0,Cloudy,35-44,Food,Medium,59,50,Live Music,Returning,Recommend Suite Cocktail Bar,ELEVATED,Routine Patrol,Zone J — Industrial,Live Entertainment,Harrison,Essex County,New Jersey,Happy Hour,Nightlife,Medium,11:00 AM,1:00 PM,ELEVATED
CHK06006,USR0961,VEN132,Brew Espresso,Cafe,40.72359,-74.003546,01/04/2024 08:01:30 AM,60,44,Thursday,8,0,Cloudy,45+,Fitness,Medium,40,50,Networking Event,New,Recommend Leaf Coffee,ELEVATED,Routine Patrol,Zone F — Commercial,Large Gathering,Secaucus,Bergen County,New Jersey,Morning Rush,Dining,Medium,8:00 AM,10:00 AM,ELEVATED
CHK06007,USR0405,VEN130,Grind Coffee,Cafe,40.711134,-74.001012,02/27/2024 10:43:43 AM,43,24,Tuesday,10,0,Cloudy,45+,Shopping,Low,40,50,Business Meetup,New,Recommend Steam Cafe,NORMAL,No Action Required,Zone D — Waterfront,Private Gathering,Weehawken,Hudson County,New Jersey,Coffee & Connect,Dining,Small,10:00 AM,12:00 PM,NORMAL
CHK06008,USR0223,VEN008,Apex Night,Nightclub,40.702601,-74.004365,02/17/2024 09:17:12 PM,88,153,Saturday,21,1,Sunny,18-24,Nightlife,Medium,87,50,Late Night,New,Recommend Rush Lounge,CRITICAL,Immediate Response,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Weekend Takeover,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK06009,USR0971,VEN110,Coast Restaurant,Restaurant,40.707572,-74.025516,02/06/2024 03:22:27 AM,50,79,Tuesday,3,0,Rainy,35-44,Coffee,Medium,44,50,Happy Hour,New,Recommend Bay Eatery,ELEVATED,Routine Patrol,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,3:00 AM,5:00 AM,ELEVATED
CHK06010,USR0611,VEN041,Oak Bar,Bar/Lounge,40.698631,-74.006931,05/31/2024 04:48:25 PM,62,91,Friday,16,0,Clear,35-44,Shopping,Low,57,50,Live Music,Returning,Recommend Jade Bar,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,4:00 PM,6:00 PM,ELEVATED
CHK06011,USR0477,VEN025,Onyx Nightclub,Nightclub,40.690083,-74.015173,03/01/2024 02:03:38 AM,70,140,Friday,2,0,Rainy,18-24,Nightlife,Low,79,50,Live Music,Returning,Recommend Neon Club,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Late Night Session,Nightlife,Medium,2:00 AM,4:00 AM,HIGH
CHK06012,USR0865,VEN164,Empire Stage,Entertainment,40.706402,-74.001807,01/01/2024 01:51:51 PM,75,107,Monday,13,0,Rainy,45+,Coffee,Medium,66,50,Comedy Night,New,Recommend Arena Theater,HIGH,Monitor Closely,Zone D — Waterfront,Live Entertainment,Weehawken,Hudson County,New Jersey,Comedy Show,Entertainment,Medium,1:00 PM,3:00 PM,HIGH
CHK06013,USR0090,VEN245,Desk Workspace,Coworking,40.708825,-74.006229,03/12/2024 01:01:06 PM,38,145,Tuesday,13,0,Rainy,25-34,Coffee,Low,64,50,Business Meetup,New,Recommend Node Labs,NORMAL,No Action Required,Zone B — Harbor District,Private Gathering,Hoboken,Hudson County,New Jersey,Workshop Session,Business,Small,1:00 PM,3:00 PM,NORMAL
CHK06014,USR0295,VEN064,Blue Pub,Bar/Lounge,40.712227,-73.990822,05/05/2024 07:30:05 PM,84,129,Sunday,19,1,Clear,45+,Nightlife,Medium,76,50,Happy Hour Special,Returning,Recommend Iron Lounge,HIGH,Monitor Closely,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,7:00 PM,9:00 PM,HIGH
CHK06015,USR0228,VEN094,Pier Eatery,Restaurant,40.727608,-73.975735,02/14/2024 11:26:40 AM,81,60,Wednesday,11,0,Sunny,25-34,Business,Low,57,60,Dinner Special,New,Recommend Urban Dining,HIGH,Monitor Closely,Zone G — East Side,Dining Service,Kearny,Hudson County,New Jersey,Dinner Rush,Dining,Medium,11:00 AM,1:00 PM,HIGH
CHK06016,USR0058,VEN096,Metro Brasserie,Restaurant,40.718717,-73.989976,04/29/2024 11:03:50 PM,56,60,Monday,23,0,Cloudy,25-34,Music,Medium,45,50,Business Meetup,New,Recommend Pier Restaurant,ELEVATED,Routine Patrol,Zone C — Midtown,Private Gathering,Jersey City,Hudson County,New Jersey,Holiday Dinner,Dining,Medium,11:00 PM,1:00 AM,ELEVATED
CHK06017,USR0847,VEN064,Blue Pub,Bar/Lounge,40.712227,-73.990822,03/02/2024 09:17:40 PM,89,82,Saturday,21,1,Clear,35-44,Social,Low,59,50,Networking Event,New,Recommend Iron Lounge,CRITICAL,Immediate Response,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
